ast_pct,ast_ratio,ast_tov,def_rating,dreb_pct,efg_pct,game_id,min,off_rating,opponent_id,oreb_pct,pace,period,pie,season,team_id,tm_tov_pct,treb_pct,ts_pct,usg_pct,team
0.459,13.8,1.31,110.3,0.8,0.47,21200859,240:00:00,99.9,1610612737,0.333,91.78,f,0.403,2012,1610612762,14.3,0,0.489,0.2,Jazz
0.605,17.1,1,73.7,0.84,0.519,21200873,240:00:00,107.6,1610612766,0.556,91.7,f,0.793,2012,1610612762,25.2,0,0.556,0.198,Jazz
0.45,11.9,0.86,103.1,0.75,0.424,21200890,265:00:00,97.6,1610612749,0.434,97.97,f,0.463,2012,1610612762,19,0,0.479,0.2,Jazz
0.684,19.1,1.73,105.3,0.652,0.489,21200900,240:00:00,98.7,1610612739,0.195,100.56,f,0.479,2012,1610612762,14.7,0,0.53,0.2,Jazz
0.486,14.9,1.29,103.2,0.58,0.469,21200922,240:00:00,102.4,1610612741,0.37,86.06,f,0.493,2012,1610612762,16.3,0,0.495,0.2,Jazz
0.433,10.8,0.65,122.6,0.784,0.436,21200928,240:00:00,87.3,1610612752,0.262,94.22,f,0.274,2012,1610612762,20.8,0,0.481,0.198,Jazz
0.619,20.9,2.36,101.2,0.857,0.556,21200945,240:00:00,117.6,1610612765,0.314,88.26,f,0.628,2012,1610612762,12.6,0,0.588,0.2,Jazz
0.75,15.5,1.05,112.8,0.667,0.381,21200962,240:00:00,85.7,1610612760,0.26,99.52,f,0.333,2012,1610612762,19.7,0,0.46,0.197,Jazz
0.581,16.6,3,95.8,0.738,0.472,21200983,240:00:00,107.6,1610612763,0.184,85.66,f,0.58,2012,1610612762,7.2,0,0.532,0.198,Jazz
0.586,14.1,1,104.7,0.771,0.441,21201003,240:00:00,98.2,1610612752,0.422,85.28,f,0.434,2012,1610612762,20.1,0,0.479,0.2,Jazz
0.528,15.7,1.36,103,0.775,0.487,21201014,240:00:00,96.1,1610612745,0.125,96.94,f,0.482,2012,1610612762,14.5,0,0.53,0.2,Jazz
0.561,16.3,1.35,99.5,0.822,0.469,21201030,265:00:00,90.4,1610612759,0.224,95.93,f,0.435,2012,1610612762,15.8,0,0.479,0.198,Jazz
0.548,17.3,1.21,117.1,0.788,0.555,21201045,240:00:00,109.9,1610612742,0.308,97.38,f,0.457,2012,1610612762,19.3,0,0.592,0.198,Jazz
0.537,16.8,1.38,96.5,0.696,0.53,21201052,240:00:00,112.3,1610612755,0.368,94.78,f,0.644,2012,1610612762,16.8,0,0.574,0.198,Jazz
0.682,21.9,1.88,94.3,0.81,0.553,21201068,240:00:00,108.7,1610612756,0.3,94.04,f,0.593,2012,1610612762,16.9,0,0.568,0.2,Jazz
0.581,19.4,2.5,104.3,0.829,0.523,21201084,240:00:00,115.5,1610612757,0.31,91,f,0.568,2012,1610612762,11,0,0.559,0.2,Jazz
0.6,21,2.7,117.1,0.625,0.617,21201091,240:00:00,126.7,1610612751,0.263,91.46,f,0.544,2012,1610612762,10.9,0,0.633,0.2,Jazz
0.578,21.2,4.33,116.6,0.88,0.596,21201106,240:00:00,128.9,1610612757,0.27,87.2,f,0.54,2012,1610612762,6.9,0,0.616,0.2,Jazz
0.641,19.7,2.5,121.4,0.758,0.5,21201118,240:00:00,102.2,1610612743,0.19,93.5,f,0.41,2012,1610612762,10.6,0,0.522,0.198,Jazz
0.718,22.3,1.75,92.4,0.667,0.578,21201133,240:00:00,106.9,1610612740,0.25,89.32,f,0.607,2012,1610612762,18,0,0.58,0.2,Jazz
0.725,21.8,2.23,99,0.784,0.517,21201151,240:00:00,106.5,1610612744,0.283,91,f,0.558,2012,1610612762,14.3,0,0.532,0.2,Jazz
0.71,17.7,1.29,100.1,0.787,0.437,21201161,240:00:00,83.2,1610612760,0.143,93.04,f,0.435,2012,1610612762,17.7,0,0.47,0.2,Jazz
0.548,19.1,1.28,112.1,0.769,0.639,21201187,240:00:00,117,1610612750,0.214,90.36,f,0.545,2012,1610612762,19.7,0,0.673,0.2,Jazz
0.583,17.8,2.1,87,0.927,0.487,21201210,240:00:00,102,1610612750,0.079,93.02,f,0.586,2012,1610612762,10.6,0,0.551,0.2,Jazz
0.6,12.7,1.07,101.4,0.612,0.34,21201223,240:00:00,81,1610612763,0.309,85.62,f,0.338,2012,1610612762,16.2,0,0.391,0.196,Jazz
0.694,18,1.14,101.5,0.773,0.494,21300014,240:00:00,94,1610612760,0.222,101.86,f,0.467,2013,1610612762,0.2,0,0.531,0.2,Jazz
0.645,14.5,0.95,92,0.66,0.394,21300030,240:00:00,87.6,1610612756,0.423,95.22,f,0.438,2013,1610612762,0.2,0,0.434,0.198,Jazz
0.353,10,0.8,113.8,0.727,0.444,21300038,240:00:00,100.1,1610612745,0.326,92.14,f,0.401,2013,1610612762,0.2,0,0.501,0.2,Jazz
0.548,12.8,0.81,108.2,0.718,0.402,21300052,240:00:00,90.5,1610612751,0.404,96.64,f,0.362,2013,1610612762,0.2,0,0.462,0.198,Jazz
0.378,11.3,0.64,96.8,0.756,0.469,21300064,240:00:00,87.9,1610612738,0.256,99.54,f,0.414,2013,1610612762,0.2,0,0.495,0.196,Jazz
0.72,13.7,1.06,104.3,0.676,0.335,21300079,240:00:00,76,1610612741,0.315,94.5,f,0.244,2013,1610612762,0.2,0,0.38,0.2,Jazz
0.588,16.2,1.25,121.4,0.658,0.461,21300085,240:00:00,99.4,1610612761,0.308,93.16,f,0.386,2013,1610612762,0.2,0,0.52,0.196,Jazz
0.355,9.8,0.79,106.5,0.667,0.422,21300104,240:00:00,87.9,1610612743,0.188,93,f,0.342,2013,1610612762,0.2,0,0.465,0.2,Jazz
0.622,17.3,1.1,109.6,0.732,0.576,21300119,240:00:00,115.4,1610612740,0.378,95.98,f,0.559,2013,1610612762,0.2,0,0.622,0.2,Jazz
0.457,12.3,0.89,95.1,0.829,0.412,21300133,240:00:00,83.8,1610612759,0.308,96.76,f,0.379,2013,1610612762,0.2,0,0.428,0.2,Jazz
0.514,14.9,0.95,110.7,0.714,0.506,21300145,240:00:00,91.6,1610612744,0.179,94.1,f,0.382,2013,1610612762,0.2,0,0.524,0.196,Jazz
0.563,15.2,1.64,106.3,0.708,0.438,21300154,240:00:00,92.2,1610612744,0.122,93.28,f,0.438,2013,1610612762,0.1,0,0.487,0.198,Jazz
0.73,20.2,1.8,114.7,0.667,0.494,21300169,240:00:00,100.2,1610612740,0.231,94.66,f,0.444,2013,1610612762,0.2,0,0.534,0.198,Jazz
0.692,21.2,1.59,113.3,0.629,0.545,21300184,240:00:00,101.9,1610612742,0.243,91.08,f,0.461,2013,1610612762,0.2,0,0.558,0.2,Jazz
0.607,14.3,0.94,102.5,0.844,0.423,21300200,240:00:00,76.2,1610612760,0.128,94.22,f,0.27,2013,1610612762,0.2,0,0.436,0.2,Jazz
0.667,16.6,1.29,87.1,0.702,0.429,21300209,265:00:00,90.5,1610612741,0.255,87.7,f,0.606,2013,1610612762,0.2,0,0.477,0.196,Jazz
0.525,16.8,1.75,127.3,0.813,0.512,21300239,240:00:00,111.2,1610612756,0.351,89.4,f,0.45,2013,1610612762,0.1,0,0.55,0.198,Jazz
0.538,17,1.5,115.6,0.692,0.572,21300246,240:00:00,123.4,1610612756,0.343,90.38,f,0.573,2013,1610612762,0.2,0,0.631,0.196,Jazz
0.465,16.9,1.67,113.4,0.738,0.608,21300259,240:00:00,121.1,1610612745,0.216,90.42,f,0.538,2013,1610612762,0.1,0,0.633,0.198,Jazz
0.636,17.1,1.5,103.7,0.806,0.438,21300274,240:00:00,94.6,1610612754,0.244,91.26,f,0.408,2013,1610612762,0.2,0,0.489,0.2,Jazz
0.436,12.6,1,133.3,0.553,0.441,21300288,240:00:00,97.6,1610612757,0.353,98.96,f,0.34,2013,1610612762,0.2,0,0.483,0.198,Jazz
0.556,14.5,1.25,104,0.745,0.449,21300297,265:00:00,96,1610612758,0.25,96.87,f,0.407,2013,1610612762,0.2,0,0.499,0.2,Jazz
0.361,11.1,1.08,111.9,0.744,0.445,21300308,240:00:00,100.9,1610612757,0.25,93.46,f,0.439,2013,1610612762,0.1,0,0.51,0.2,Jazz
0.729,25.3,4.38,110.4,0.675,0.612,21300325,240:00:00,133.2,1610612758,0.308,91.56,f,0.636,2013,1610612762,0.1,0,0.638,0.196,Jazz
0.632,18.9,2.4,100.5,0.733,0.5,21300339,240:00:00,112.2,1610612743,0.244,92.18,f,0.558,2013,1610612762,0.1,0,0.555,0.2,Jazz
0.486,14.2,1.89,108.4,0.756,0.427,21300349,240:00:00,88.6,1610612759,0.154,93.56,f,0.386,2013,1610612762,0.1,0,0.448,0.2,Jazz
0.436,13.8,1.13,128,0.786,0.494,21300360,240:00:00,98.4,1610612748,0.239,93.46,f,0.306,2013,1610612762,0.2,0,0.514,0.198,Jazz
0.576,15.2,1.12,89.3,0.735,0.451,21300370,240:00:00,90.9,1610612753,0.239,93.2,f,0.547,2013,1610612762,0.2,0,0.485,0.198,Jazz
0.6,15.3,1.31,122.2,0.762,0.388,21300384,240:00:00,85.3,1610612737,0.321,98.08,f,0.325,2013,1610612762,0.2,0,0.422,0.198,Jazz
0.594,16,2.11,96.5,0.696,0.446,21300394,240:00:00,100.1,1610612766,0.25,87.98,f,0.518,2013,1610612762,0.1,0,0.484,0.196,Jazz
0.686,20.2,1.85,118.5,0.732,0.54,21300413,240:00:00,108.5,1610612763,0.216,87.2,f,0.46,2013,1610612762,0.2,0,0.576,0.2,Jazz
0.625,18.3,1.67,107.2,0.8,0.506,21300433,240:00:00,104.2,1610612747,0.275,98.46,f,0.531,2013,1610612762,0.1,0,0.542,0.2,Jazz
0.75,18.6,1.2,100.9,0.841,0.467,21300447,240:00:00,92.6,1610612746,0.19,97.16,f,0.438,2013,1610612762,0.2,0,0.528,0.198,Jazz
0.5,14.9,1.31,89.3,0.75,0.475,21300458,240:00:00,95.4,1610612766,0.233,88.28,f,0.553,2013,1610612762,0.1,0,0.494,0.2,Jazz
0.417,12.9,1.15,97.6,0.85,0.488,21300479,240:00:00,103.8,1610612749,0.243,90.82,f,0.547,2013,1610612762,0.1,0,0.542,0.196,Jazz
0.737,20.9,2.8,120.6,0.744,0.488,21300488,240:00:00,105.2,1610612747,0.25,92.68,f,0.426,2013,1610612762,0.1,0,0.515,0.2,Jazz
0.55,17.8,1.1,103.4,0.712,0.647,21300518,240:00:00,113.5,1610612760,0.107,98.14,f,0.609,2013,1610612762,0.2,0,0.686,0.194,Jazz
0.564,17.5,2,121.8,0.765,0.537,21300539,240:00:00,106.4,1610612739,0.178,94.34,f,0.41,2013,1610612762,0.1,0,0.549,0.2,Jazz
0.5,17.6,2,104.7,0.745,0.608,21300561,240:00:00,123.2,1610612743,0.206,97.08,f,0.62,2013,1610612762,0.1,0,0.643,0.2,Jazz
0.523,17.6,2.3,113.6,0.914,0.517,21300573,240:00:00,109,1610612759,0.262,96.14,f,0.449,2013,1610612762,0.1,0,0.539,0.2,Jazz
0.628,20.4,1.5,93.1,0.805,0.601,21300587,240:00:00,115.4,1610612765,0.294,95.5,f,0.67,2013,1610612762,0.2,0,0.63,0.2,Jazz
0.571,10.5,0.75,99,0.714,0.336,21300598,240:00:00,76,1610612750,0.132,96.86,f,0.302,2013,1610612762,0.2,0,0.42,0.2,Jazz
0.537,17.1,1.57,110.3,0.81,0.5,21300620,240:00:00,97.7,1610612750,0.171,100.42,f,0.417,2013,1610612762,0.1,0,0.526,0.198,Jazz
0.447,14.3,1.55,106.4,0.702,0.531,21300652,240:00:00,111,1610612764,0.195,94.3,f,0.517,2013,1610612762,0.1,0,0.573,0.2,Jazz
0.625,15.2,2.5,108.3,0.636,0.444,21300667,240:00:00,114.8,1610612758,0.352,91.88,f,0.577,2013,1610612762,0.1,0,0.513,0.2,Jazz
0.514,15.1,0.95,101.5,0.72,0.5,21300696,240:00:00,94.5,1610612744,0.171,94.4,f,0.5,2013,1610612762,0.2,0,0.547,0.198,Jazz
0.655,15.2,1.46,116.9,0.659,0.42,21300708,240:00:00,95.3,1610612746,0.326,89.3,f,0.326,2013,1610612762,0.1,0,0.466,0.196,Jazz
0.313,9.5,0.91,114.6,0.651,0.429,21300719,240:00:00,94.4,1610612761,0.275,82.88,f,0.385,2013,1610612762,0.1,0,0.472,0.2,Jazz
0.71,18.3,1.38,116.1,0.738,0.487,21300746,240:00:00,87.9,1610612742,0.14,90.42,f,0.359,2013,1610612762,0.2,0,0.493,0.198,Jazz
0.639,19.6,1.92,104.5,0.861,0.554,21300755,240:00:00,111.4,1610612748,0.27,84.78,f,0.516,2013,1610612762,0.1,0,0.571,0.2,Jazz
0.622,17.7,2.09,86.1,0.8,0.471,21300776,240:00:00,104.3,1610612747,0.333,91.86,f,0.609,2013,1610612762,0.1,0,0.5,0.2,Jazz
0.405,11.6,1.15,100.9,0.829,0.443,21300787,240:00:00,101.9,1610612755,0.25,101.1,f,0.527,2013,1610612762,0.1,0,0.519,0.198,Jazz
0.541,15.7,1.11,113.1,0.868,0.506,21300808,240:00:00,104.8,1610612751,0.317,93.64,f,0.444,2013,1610612762,0.2,0,0.553,0.2,Jazz
0.541,15.9,1.25,103.6,0.721,0.488,21300823,240:00:00,97,1610612757,0.214,97.7,f,0.48,2013,1610612762,0.2,0,0.523,0.196,Jazz
0.432,13.5,2,124.1,0.707,0.487,21300830,240:00:00,106.3,1610612750,0.119,97.68,f,0.408,2013,1610612762,0.1,0,0.548,0.2,Jazz
0.568,19.6,1.92,101.8,0.675,0.588,21300845,240:00:00,120.6,1610612738,0.379,93.74,f,0.622,2013,1610612762,0.1,0,0.616,0.198,Jazz
0.524,18.1,1.47,93.7,0.72,0.628,21300860,240:00:00,119,1610612756,0.235,91.66,f,0.671,2013,1610612762,0.2,0,0.645,0.198,Jazz
0.714,17.1,1.82,107.3,0.658,0.438,21300867,240:00:00,86.7,1610612739,0.122,91.72,f,0.328,2013,1610612762,0.1,0,0.458,0.196,Jazz
0.556,16.1,1.11,104.1,0.708,0.5,21300885,240:00:00,96.9,1610612754,0.263,92.12,f,0.457,2013,1610612762,0.2,0,0.53,0.2,Jazz
0.581,14.7,1.29,131.9,0.618,0.43,21300894,240:00:00,101.8,1610612749,0.36,86.44,f,0.321,2013,1610612762,0.2,0,0.487,0.198,Jazz
0.571,16.6,1.54,116.3,0.765,0.5,21300906,240:00:00,102.6,1610612764,0.267,89.04,f,0.387,2013,1610612762,0.1,0,0.519,0.2,Jazz
0.433,11.4,0.68,117.5,0.814,0.452,21300921,240:00:00,91.2,1610612752,0.308,90.36,f,0.364,2013,1610612762,0.2,0,0.495,0.2,Jazz
0.676,18.2,1.25,93.1,0.853,0.525,21300929,240:00:00,104.7,1610612755,0.317,99.06,f,0.518,2013,1610612762,0.2,0,0.563,0.198,Jazz
0.475,15,1.27,118,0.829,0.549,21300948,240:00:00,113.9,1610612737,0.289,95.72,f,0.462,2013,1610612762,0.2,0,0.594,0.2,Jazz
0.575,17.9,2.09,117,0.853,0.5,21300964,240:00:00,107.2,1610612742,0.244,93.26,f,0.465,2013,1610612762,0.1,0,0.536,0.2,Jazz
0.514,14.9,0.9,106.9,0.833,0.5,21300979,240:00:00,92.8,1610612746,0.257,91.76,f,0.436,2013,1610612762,0.2,0,0.526,0.192,Jazz
0.452,14.9,2.38,129.3,0.867,0.489,21300993,240:00:00,109.2,1610612759,0.265,94.8,f,0.388,2013,1610612762,0.1,0,0.519,0.2,Jazz
0.618,16,1.11,122.2,0.758,0.434,21301000,240:00:00,85.2,1610612745,0.191,101.18,f,0.281,2013,1610612762,0.2,0,0.473,0.2,Jazz
0.541,15.9,1.18,102.1,0.725,0.482,21301011,240:00:00,90.1,1610612763,0.222,94.7,f,0.388,2013,1610612762,0.2,0,0.486,0.196,Jazz
0.586,14.4,1.13,91.1,0.846,0.46,21301037,240:00:00,93.3,1610612753,0.133,96,f,0.476,2013,1610612762,0.2,0,0.515,0.198,Jazz
0.471,13.5,2.29,129.7,0.568,0.452,21301055,240:00:00,104.1,1610612765,0.245,89.12,f,0.354,2013,1610612762,0.1,0,0.493,0.2,Jazz
0.688,19.1,1.69,105.8,0.744,0.5,21301070,240:00:00,99.5,1610612763,0.162,86.74,f,0.494,2013,1610612762,0.1,0,0.541,0.198,Jazz
0.788,20.8,1.37,115.8,0.694,0.537,21301082,240:00:00,102.3,1610612740,0.188,90.48,f,0.445,2013,1610612762,0.2,0,0.595,0.198,Jazz
0.639,17.2,1.64,126.9,0.774,0.453,21301093,240:00:00,101.5,1610612760,0.314,93,f,0.384,2013,1610612762,0.1,0,0.497,0.2,Jazz
0.455,12.6,1.25,106.3,0.919,0.435,21301110,240:00:00,94.7,1610612752,0.314,87.08,f,0.375,2013,1610612762,0.1,0,0.453,0.198,Jazz
0.667,18.6,1.29,102.4,0.757,0.547,21301138,240:00:00,110.6,1610612740,0.182,92.08,f,0.572,2013,1610612762,0.2,0,0.63,0.2,Jazz
0.692,19.7,2.25,125,0.829,0.477,21301155,240:00:00,99.7,1610612744,0.17,103.14,f,0.407,2013,1610612762,0.1,0,0.519,0.2,Jazz
0.444,13.6,1.78,117.5,0.8,0.437,21301159,240:00:00,105.4,1610612742,0.434,79.78,f,0.386,2013,1610612762,0.1,0,0.448,0.2,Jazz
0.65,19.7,2,115,0.791,0.5,21301187,240:00:00,106.4,1610612757,0.289,94.8,f,0.453,2013,1610612762,0.1,0,0.532,0.2,Jazz
0.588,15.7,1.43,100.2,0.689,0.443,21301196,240:00:00,94.9,1610612743,0.174,99.92,f,0.489,2013,1610612762,0.1,0,0.505,0.2,Jazz
0.595,18.8,1.39,124.4,0.757,0.556,21301211,240:00:00,105.3,1610612747,0.25,97.24,f,0.414,2013,1610612762,0.2,0,0.579,0.2,Jazz
0.563,17.5,1.8,107,0.729,0.495,21301218,265:00:00,112.1,1610612750,0.396,98.43,f,0.511,2013,1610612762,0.1,0,0.531,0.198,Jazz
0.531,13.9,1.06,110,0.762,0.447,41100141,240:00:00,98.7,1610612759,0.31,94.26,f,0.409,2015,1610612762,17.4,0,0.51,0.2,Jazz
0.516,12.2,1.07,122.1,0.833,0.35,41100142,240:00:00,85.5,1610612759,0.316,95.26,f,0.27,2015,1610612762,15.4,0,0.415,0.2,Jazz
0.5,13.9,1.64,111.3,0.78,0.427,41100143,240:00:00,95.3,1610612759,0.347,93.06,f,0.417,2015,1610612762,11.6,0,0.448,0.196,Jazz
0.5,12.6,1.33,92.4,0.854,0.364,41100144,240:00:00,84.9,1610612759,0.308,94.82,f,0.502,2015,1610612762,12.6,0,0.407,0.2,Jazz
0.475,15.6,1.36,121.9,0.833,0.537,21600002,240:00:00,107.2,1610612757,0.171,94.86,f,0.452,2016,1610612762,14.4,0,0.584,0.194,Jazz
0.452,11.6,1,89.7,0.756,0.453,21600024,240:00:00,102.6,1610612747,0.289,96.42,f,0.588,2016,1610612762,15,0,0.518,0.2,Jazz
0.621,15.7,1,96.9,0.72,0.445,21600035,240:00:00,83.6,1610612746,0.167,90.26,f,0.423,2016,1610612762,20.1,0,0.476,0.2,Jazz
0.579,18.8,2,99.7,0.902,0.599,21600053,240:00:00,114.1,1610612759,0.063,92.08,f,0.561,2016,1610612762,11.8,0,0.632,0.198,Jazz
0.514,15.2,1.5,91.6,0.85,0.532,21600062,240:00:00,103.8,1610612742,0.189,90.92,f,0.556,2016,1610612762,12.8,0,0.548,0.2,Jazz
0.5,12.8,1.25,105.6,0.786,0.444,21600077,240:00:00,91.9,1610612759,0.184,94.12,f,0.389,2016,1610612762,12.8,0,0.475,0.2,Jazz
0.553,17.2,1.91,115.5,0.73,0.56,21600087,240:00:00,120.8,1610612752,0.194,94.38,f,0.531,2016,1610612762,11.7,0,0.631,0.198,Jazz
0.465,16.2,2,87.8,0.795,0.571,21600093,240:00:00,116.2,1610612755,0.233,94.74,f,0.657,2016,1610612762,10.7,0,0.581,0.2,Jazz
0.632,18.8,1.71,105.3,0.878,0.512,21600108,240:00:00,104.3,1610612766,0.238,96.34,f,0.487,2016,1610612762,14.9,0,0.545,0.196,Jazz
0.576,15.6,1.27,81.9,0.833,0.451,21600124,240:00:00,95.6,1610612753,0.255,90.7,f,0.606,2016,1610612762,16.5,0,0.494,0.2,Jazz
0.3,10.9,1.33,96.4,0.907,0.531,21600136,240:00:00,110.4,1610612748,0.146,93.36,f,0.538,2016,1610612762,9.7,0,0.571,0.2,Jazz
0.486,15.6,1.89,114,0.622,0.534,21600151,240:00:00,112,1610612763,0.167,87.56,f,0.495,2016,1610612762,10.5,0,0.581,0.198,Jazz
0.367,10.2,0.85,93.4,0.731,0.417,21600173,240:00:00,88.3,1610612741,0.238,89.1,f,0.502,2016,1610612762,14.9,0,0.457,0.2,Jazz
0.564,18.4,1.57,113.5,0.792,0.592,21600184,240:00:00,110.3,1610612745,0.147,95.14,f,0.481,2016,1610612762,15.1,0,0.611,0.196,Jazz
0.455,12.5,1.5,109.1,0.745,0.429,21600197,240:00:00,99.9,1610612743,0.275,93.66,f,0.406,2016,1610612762,11,0,0.478,0.2,Jazz
0.487,15.1,1.36,85,0.77,0.544,21600221,240:00:00,105.2,1610612743,0.103,100.14,f,0.693,2016,1610612762,13.6,0,0.583,0.2,Jazz
0.486,14.1,1.06,70.6,0.885,0.5,21600231,240:00:00,100.1,1610612737,0.209,95.6,f,0.733,2016,1610612762,16.9,0,0.54,0.2,Jazz
0.475,15.2,1.58,106.2,0.75,0.532,21600258,240:00:00,119.2,1610612750,0.293,95.48,f,0.531,2016,1610612762,12.8,0,0.596,0.2,Jazz
0.561,19.3,2.3,109,0.7,0.655,21600265,240:00:00,132,1610612745,0.179,91.78,f,0.643,2016,1610612762,11,0,0.699,0.196,Jazz
0.6,20.8,2.18,127.1,0.667,0.664,21600280,240:00:00,127.2,1610612748,0.156,86.92,f,0.519,2016,1610612762,12.7,0,0.683,0.2,Jazz
0.571,16.8,2.22,101.9,0.825,0.506,21600297,240:00:00,113.7,1610612743,0.189,94.24,f,0.578,2016,1610612762,9.7,0,0.581,0.2,Jazz
0.684,19.9,2.17,108.5,0.651,0.556,21600313,240:00:00,114.1,1610612747,0.282,93.44,f,0.558,2016,1610612762,12.8,0,0.577,0.2,Jazz
0.639,18.2,1.44,105,0.707,0.575,21600320,240:00:00,115.4,1610612756,0.171,98.54,f,0.6,2016,1610612762,16.5,0,0.643,0.198,Jazz
0.541,15,1.33,108,0.791,0.472,21600335,240:00:00,97.8,1610612744,0.24,99.68,f,0.426,2016,1610612762,14.8,0,0.504,0.2,Jazz
0.622,17.7,1.05,89.6,0.774,0.565,21600354,240:00:00,110.7,1610612758,0.371,93.82,f,0.666,2016,1610612762,23.4,0,0.612,0.2,Jazz
0.524,19.2,1.57,97.9,0.723,0.674,21600382,240:00:00,123,1610612760,0.138,89.74,f,0.652,2016,1610612762,15.8,0,0.693,0.2,Jazz
0.486,16.2,1.13,116,0.825,0.631,21600398,240:00:00,121.3,1610612742,0.286,85.56,f,0.548,2016,1610612762,18.9,0,0.67,0.2,Jazz
0.6,16.4,1.2,78.6,0.661,0.515,21600407,240:00:00,94.3,1610612763,0.147,89.96,f,0.728,2016,1610612762,17.2,0,0.532,0.2,Jazz
0.481,10.8,0.57,105.6,0.791,0.414,21600427,240:00:00,75.7,1610612744,0.196,98.14,f,0.242,2016,1610612762,23.5,0,0.436,0.2,Jazz
0.576,16.7,1.73,107.4,0.818,0.507,21600434,240:00:00,106.1,1610612758,0.175,87.62,f,0.535,2016,1610612762,12.5,0,0.556,0.2,Jazz
0.6,16.5,1.17,112.3,0.861,0.506,21600452,240:00:00,100.8,1610612761,0.225,94.92,f,0.471,2016,1610612762,18.5,0,0.555,0.196,Jazz
0.5,15.3,0.95,106.7,0.625,0.567,21600475,240:00:00,111.4,1610612747,0.359,92.62,f,0.51,2016,1610612762,21.8,0,0.596,0.198,Jazz
0.6,17.3,1.4,88.8,0.723,0.582,21600489,240:00:00,109.5,1610612755,0.243,92.42,f,0.632,2016,1610612762,16.4,0,0.586,0.198,Jazz
0.486,14.9,1.13,92.1,0.816,0.534,21600506,240:00:00,100.2,1610612756,0.158,92.1,f,0.604,2016,1610612762,16.5,0,0.556,0.2,Jazz
0.282,9,1.22,93.6,0.81,0.457,21600515,240:00:00,102.2,1610612751,0.25,96.96,f,0.55,2016,1610612762,9.1,0,0.496,0.2,Jazz
0.711,20.9,2.45,125.7,0.871,0.53,21600522,240:00:00,110.4,1610612738,0.222,92.86,f,0.453,2016,1610612762,11.7,0,0.57,0.198,Jazz
0.719,18.8,2.3,100.8,0.674,0.468,21600556,240:00:00,105.2,1610612750,0.227,90.28,f,0.543,2016,1610612762,11.2,0,0.526,0.196,Jazz
0.5,12.3,0.78,94.5,0.868,0.451,21600564,240:00:00,88.6,1610612763,0.256,91.14,f,0.421,2016,1610612762,20.2,0,0.481,0.2,Jazz
0.579,17,1.1,91.1,0.729,0.563,21600576,240:00:00,103.8,1610612739,0.275,98.68,f,0.602,2016,1610612762,20.8,0,0.572,0.196,Jazz
0.512,18.2,1.69,82.8,0.932,0.638,21600600,240:00:00,119.9,1610612765,0.179,92.38,f,0.697,2016,1610612762,14.2,0,0.642,0.198,Jazz
0.683,20,2.15,105,0.837,0.536,21600604,240:00:00,110.9,1610612753,0.214,102.36,f,0.556,2016,1610612762,12.6,0,0.577,0.2,Jazz
0.537,17,2.75,109.2,0.842,0.506,21600620,240:00:00,113.3,1610612756,0.298,93.02,f,0.53,2016,1610612762,8.6,0,0.532,0.2,Jazz
0.447,12.8,1,103.6,0.809,0.512,21600648,265:00:00,110.7,1610612742,0.313,92.59,f,0.529,2016,1610612762,16.8,0,0.565,0.197,Jazz
0.615,17.6,1.71,102.6,0.889,0.5,21600659,240:00:00,106.8,1610612754,0.238,99.78,f,0.561,2016,1610612762,13.7,0,0.556,0.2,Jazz
0.444,13.3,1.6,100,0.81,0.464,21600673,240:00:00,97.5,1610612760,0.159,97.22,f,0.506,2016,1610612762,10.3,0,0.503,0.2,Jazz
0.543,15.2,1.58,106.6,0.821,0.453,21600678,240:00:00,94.7,1610612743,0.182,97.44,f,0.397,2016,1610612762,12.2,0,0.493,0.198,Jazz
0.394,11.4,1.63,94.9,0.773,0.444,21600693,240:00:00,105.1,1610612747,0.208,92.02,f,0.579,2016,1610612762,8.8,0,0.514,0.2,Jazz
0.655,17.8,1.46,120.9,0.794,0.548,21600708,240:00:00,113.4,1610612763,0.143,84.08,f,0.503,2016,1610612762,15.5,0,0.635,0.2,Jazz
0.611,17.2,1.38,95.7,0.795,0.532,21600738,240:00:00,109.6,1610612749,0.268,93.44,f,0.581,2016,1610612762,16.9,0,0.579,0.198,Jazz
0.421,13.2,1.14,101.1,0.93,0.549,21600760,240:00:00,111,1610612766,0.239,95.74,f,0.522,2016,1610612762,14.8,0,0.573,0.198,Jazz
0.633,23.7,2.58,102.1,0.833,0.675,21600772,240:00:00,132,1610612737,0.281,92,f,0.668,2016,1610612762,13.2,0,0.682,0.2,Jazz
0.521,19.2,3.13,100,0.837,0.625,21600789,240:00:00,136.2,1610612740,0.286,93.62,f,0.638,2016,1610612762,8.6,0,0.653,0.2,Jazz
0.667,18.6,1.24,107.7,0.842,0.535,21600797,265:00:00,102.5,1610612742,0.256,93.5,f,0.447,2016,1610612762,20.5,0,0.568,0.2,Jazz
0.457,12.7,1.45,119,0.897,0.453,21600815,240:00:00,107,1610612738,0.277,95.66,f,0.44,2016,1610612762,11.3,0,0.524,0.196,Jazz
0.5,11.7,1.27,94.8,0.86,0.345,21600828,240:00:00,76.7,1610612746,0.218,93.38,f,0.381,2016,1610612762,11.7,0,0.379,0.198,Jazz
0.452,15.3,1.36,91.9,0.804,0.586,21600843,240:00:00,115.5,1610612757,0.22,95.96,f,0.642,2016,1610612762,14.6,0,0.609,0.2,Jazz
